iri,prefix,vocabulary,tier,kind,label,definition,types,parents,domain,range,status,deprecated,source
https://w3id.org/dpv#ContractFulfilmentStatus,dpv,DPV core,2,class,Contract Fulfilment Status,Status associated with fulfilment of a contract,rdfs:Class; skos:Concept,<https://w3id.org/dpv#ContractStatus>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractFullyExecuted,dpv,DPV core,2,class,Contract Fully Executed,Status representing contract has been fully executed i.e. it has been signed by all parties and all other procedural aspects such as exchange of signed contract copies have been completed,<https://w3id.org/dpv#ContractExecutionStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractFullySigned,dpv,DPV core,2,class,Contract Fully Signed,Status representing contract has been signed by all concerned parties,<https://w3id.org/dpv#ContractExecutionStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractInactive,dpv,DPV core,2,class,Contract Inactive,Status representing contract that has been fully executed and whose terms are not yet active i.e. they need to be performed at a later time,<https://w3id.org/dpv#ContractActivationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractJurisdictionClause,dpv,DPV core,2,class,Contract Jurisdiction Clause,A provision specifying the legal jurisdiction or court where disputes related to the contract will be resolved,<https://w3id.org/dpv#ContractualClause>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractNegotiated,dpv,DPV core,2,class,Contract Negotiated,Status representing contract has been successfully negotiated by involved parties,<https://w3id.org/dpv#ContractPreparationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractNotFulfilled,dpv,DPV core,2,class,Contract Not Fulfilled,Status representing contract where none of its terms have been fulfilled in a manner that does not constitute a violation or breach of the contract i.e. there is still time and opportunity to complete the terms,<https://w3id.org/dpv#ContractFulfilmentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractOffered,dpv,DPV core,2,class,Contract Offered,Status representing contract has been offered to a party or to parties for reviewing and signing,<https://w3id.org/dpv#ContractPreparationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractPartiallyFulfilled,dpv,DPV core,2,class,Contract Partially Fulfilled,"Status representing contract where some of its terms have been fulfilled, and others are yet to be fulfilled in a manner that does not constitute a violation or breach of the contract i.e. there is still time and opportunity to complete the terms",<https://w3id.org/dpv#ContractFulfilmentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractPartiallySigned,dpv,DPV core,2,class,Contract Partially Signed,Status representing contract has been partially signed by parties i.e. some parties have signed the contract and others are yet to make a decision to sign it,<https://w3id.org/dpv#ContractExecutionStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractPerformance,dpv,DPV core,2,class,Contract Performance,Fulfilment or performance of a contract involving specified processing of data or technologies,<https://w3id.org/dpv#LegalBasis>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractPerformanceStatus,dpv,DPV core,2,class,Contract Performance Status,Status associated with performance of a contract,rdfs:Class; skos:Concept,<https://w3id.org/dpv#ContractStatus>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractPreamble,dpv,DPV core,2,class,Contract Preamble,"An introductory section outlining the background, context, and purpose of the contract",<https://w3id.org/dpv#ContractualClause>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractPreparationStatus,dpv,DPV core,2,class,Contract Preparation Status,Status associated with preparation of contracts before they are signed or accepted or executed,rdfs:Class; skos:Concept,<https://w3id.org/dpv#ContractStatus>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractRejected,dpv,DPV core,2,class,Contract Rejected,Status representing contract has been rejected and cannot be used for signing,<https://w3id.org/dpv#ContractPreparationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractRenewed,dpv,DPV core,2,class,Contract Renewed,Status representing contract being renewed with new duration and/or applicability where the contract has been fully executed in the past,<https://w3id.org/dpv#ContractPerformanceStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractSignedByParty,dpv,DPV core,2,class,Contract Signed By Party,Status representing contract has been signed by the indicated signing party,<https://w3id.org/dpv#ContractExecutionStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractStatus,dpv,DPV core,2,class,Contract Status,Status associated with a contract,rdfs:Class; skos:Concept,<https://w3id.org/dpv#Status>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractTemporarilySuspended,dpv,DPV core,2,class,Contract Temporarily Suspended,Status representing contract that has been temporarily suspended through mutual agreement or by some parties,<https://w3id.org/dpv#ContractPerformanceStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractTerminated,dpv,DPV core,2,class,Contract Terminated,Status representing contract being terminated by one or more parties,<https://w3id.org/dpv#ContractTerminationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractTerminationClause,dpv,DPV core,2,class,Contract Termination Clause,"A provision outlining the conditions under which the contract can be terminated before its completion, including any penalties or obligations",<https://w3id.org/dpv#ContractualClause>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractTerminationStatus,dpv,DPV core,2,class,Contract Termination Status,Status associated with termination of a contract,rdfs:Class; skos:Concept,<https://w3id.org/dpv#ContractStatus>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractUnderNegotiation,dpv,DPV core,2,class,Contract Under Negotiation,Status representing contract is under negotiation between parties,<https://w3id.org/dpv#ContractPreparationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractUnderReview,dpv,DPV core,2,class,Contract Under Review,Status representing contract is under review and is being considered for signing,<https://w3id.org/dpv#ContractPreparationStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractViolated,dpv,DPV core,2,class,Contract Violated,"Status representing contract where one or more terms have not been fulfilled or have been fulfilled, where either is considered a violation of the terms",<https://w3id.org/dpv#ContractFulfilmentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractualClause,dpv,DPV core,2,class,Contractual Clause,A part or component within a contract that outlines its specifics,rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractualClauseFulfilled,dpv,DPV core,2,class,Contractual Clause Fulfilled,Status indicating the terms of the contractual clause are fulfilled i.e. they have been successfully completed without violation,<https://w3id.org/dpv#ContractualClauseFulfilmentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractualClauseFulfilmentStatus,dpv,DPV core,2,class,Contractual Clause Fulfilment Status,Status associated with fulfilment of a contractual clause,rdfs:Class; skos:Concept,<https://w3id.org/dpv#ContractStatus>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractualClauseNotFulfilled,dpv,DPV core,2,class,Contractual Clause Unfulfilled,Status indicating the terms of the contractual clause have not yet been fulfilled in a manner that does not constitute a violation i.e. there is still an opportunity to complete them,<https://w3id.org/dpv#ContractualClauseFulfilmentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractualClausePartiallyFulfilled,dpv,DPV core,2,class,Contractual Clause Partially Fulfilled,"Status indicating some of the terms of the contractual clause have been fulfilled, and others have not yet been fulfilled in a manner that does not constitute a violation i.e. there is still an opportunity to complete them",<https://w3id.org/dpv#ContractualClauseFulfilmentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractualClauseViolated,dpv,DPV core,2,class,Contractual Clause Breached,Status indicating the terms of the contractual clause have been violated,<https://w3id.org/dpv#ContractualClauseFulfilmentStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ContractualTerms,dpv,DPV core,2,class,Contractual Terms,Contractual terms governing data handling within or with an entity,<https://w3id.org/dpv#LegalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ControllerDataSubjectAgreement,dpv,DPV core,2,class,Controller-Data Subject Agreement,"An agreement outlining conditions, criteria, obligations, responsibilities, and specifics for carrying out processing of data between a Data Controller and a Data Subject",<https://w3id.org/dpv#LegalBasis>; <https://w3id.org/dpv#LegalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ControllerInformed,dpv,DPV core,2,class,Controller Informed,Status indicating Controller has been informed about the specified context,<https://w3id.org/dpv#EntityInformedStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ControllerProcessorAgreement,dpv,DPV core,2,class,Controller-Processor Agreement,"An agreement outlining conditions, criteria, obligations, responsibilities, and specifics for carrying out processing of data between a Data Controller and a Data Processor",<https://w3id.org/dpv#LegalBasis>; <https://w3id.org/dpv#LegalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#ControllerUninformed,dpv,DPV core,2,class,Controller Uninformed,Status indicating Controller is uninformed i.e. has not been informed about the specified context,<https://w3id.org/dpv#EntityInformedStatus>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Copy,dpv,DPV core,2,class,Copy,to produce an exact reproduction of the data,<https://w3id.org/dpv#Processing>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CorrectingProcess,dpv,DPV core,2,class,Correcting Process,Involvement where entity can correct the process of specified context,<https://w3id.org/dpv#EntityPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CorrectingProcessInput,dpv,DPV core,2,class,Correcting Process Input,Involvement where entity can correct input of specified context,<https://w3id.org/dpv#EntityPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CorrectingProcessOutput,dpv,DPV core,2,class,Correcting Process Output,Involvement where entity can correct the output of specified context,<https://w3id.org/dpv#EntityPermissiveInvolvement>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CounterMoneyLaundering,dpv,DPV core,2,class,Counter Money Laundering,"Purposes associated with detection, prevention, and mitigation of mitigate money laundering",<https://w3id.org/dpv#Purpose>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Counterterrorism,dpv,DPV core,2,class,Counterterrorism,"Purposes associated with activities that detect, prevent, mitigate, or otherwise perform activities to combat or eliminate terrorism (also referred to as anti-terrorism)",<https://w3id.org/dpv#Purpose>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Country,dpv,DPV core,2,class,Country,A political entity indicative of a sovereign or non-sovereign territorial state comprising of distinct geographical areas,rdfs:Class; skos:Concept,<https://w3id.org/dpv#Jurisdiction>,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CredentialManagement,dpv,DPV core,2,class,Credential Management,Management of credentials and their use in authorisations,<https://w3id.org/dpv#OrganisationalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CrossBorderTransfer,dpv,DPV core,2,class,Cross-Border Transfer,to move data from one jurisdiction (border) to another,<https://w3id.org/dpv#Processing>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CryptographicAuthentication,dpv,DPV core,2,class,Cryptographic Authentication,Use of cryptography for authentication,<https://w3id.org/dpv#TechnicalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CryptographicKeyManagement,dpv,DPV core,2,class,Cryptographic Key Management,"Management of cryptographic keys, including their generation, storage, assessment, and safekeeping",<https://w3id.org/dpv#TechnicalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CryptographicMethods,dpv,DPV core,2,class,Cryptographic Methods,Use of cryptographic methods to perform tasks,<https://w3id.org/dpv#TechnicalMeasure>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#Customer,dpv,DPV core,2,class,Customer,Humans that purchase goods or services,<https://w3id.org/dpv#HumanSubject>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CustomerCare,dpv,DPV core,2,class,Customer Care,"Customer Care refers to purposes associated with purposes for providing assistance, resolving issues, ensuring satisfaction, etc. in relation to services provided",<https://w3id.org/dpv#Purpose>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CustomerClaimsManagement,dpv,DPV core,2,class,Customer Claims Management,"Customer Claims Management refers to purposes associated with managing claims, including repayment of monies owed",<https://w3id.org/dpv#Purpose>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
https://w3id.org/dpv#CustomerManagement,dpv,DPV core,2,class,Customer Management,"Customer Management refers to purposes associated with managing activities related with past, current, and future customers",<https://w3id.org/dpv#Purpose>; rdfs:Class; skos:Concept,,,,,,https://w3id.org/dpv
